"","X","descr"
"3212",3242,"Comprehensive system of international peace and security"
"3213",3243,"Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights"
"3214",3244,"Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination"
"3215",3245,"Human rights and use of scientific and technological developments"
"3216",3246,"Human rights and use of scientific and technological developments"
"3217",3247,"Question of a convention on the rights of the child"
"3218",3248,"Indivisibility and interdependence of economic, social, cultural, civil and political rights"
"3219",3249,"The impact of property on the enjoyment of human rights and fundamental freedoms"
"3220",3250,"Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms"
"3221",3251,"Calls upon all States to ensure that no radioactive waste is dumped in the territory of other States in infringement of their sovereignty. Expresses profound concern regarding practices of dumping nuclear and industrial wastes in Africa, which"
"3222",3252,"Question of human rights and fundamental freedoms in Afghanistan"
"3223",3253,"Situation of human rights in the Islamic Republic of Iran"
"3224",3254,"Assistance to displaced persons in Ethiopia"
"3225",3255,"Takes note with satisfaction of the report of the Working Group on the Drafting of an International Convention on the Protection of the Rights of All Migrant Workers and Their Families and, in particular, of the progress made by the Working Gro"
"3226",3256,"Notes with deep concern the continuing deterioration of the economic and social situation of the world, in particular in the developing countries, whose position has been further worsened by sharp fluctuations in exchange rates, high real rates"
"3227",3257,"Realization of the right to adequate housing"
"3228",3258,"Situation of human rights and fundamental freedoms in Chile"
"3229",3259,"Progressive development of the principles and norms of international law relating to the new international economic order"
"3230",3260,"urges all States to observe and promote in good faith the provisions of the Manila Declaration on the Peaceful Settlement of International Disputes in the settlement of their international disputes"
"3231",3261,"Draft Code of Crimes against the Peace and Security of Mankind"
"3232",3262,"Draft Convention on International Bills of Exchange and International Promissory Notes"
"3233",3263,"Development and strengthening of goodneighbourliness between States"
"3234",3264,"Measures to prevent international terrorism which endangers or takes innocent human lives or jeopardizes fundamental freedoms and study of the underlying causes of those forms of terrorism and acts of violence which lie in misery, frustration,"
"3235",3265,"Deplores the arbitrary detention or imprisonment by Israel of thousands of Palestinians as a result of their resistance to occupation in order to attain self-determination, Calls upon Israel, the occupying Power, to release all Palestinians and"
"3236",3266,"Requests Israel to respect the Geneva convention pretaining to persons in times of war"
"3237",3267,"Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
"3238",3268,"Israeli actions in the occupied territories"
"3239",3269,"Denounces the arrest of the mayor of Halhul and the arrest of the Sharia judge of Herbon"
"3240",3270,"Affirms the illegality of Israel's occupation and transformation of the Golan heights"
"3241",3271,"Delpores the continued actions by Israel against Palestinian students and educational institutions"
"3242",3272,"Balance in the dissemination of information, the establishment of a new world information and communication order"
"3243",3273,"Balance in the dissemination of information, the establishment of a new world information and communication order"
"3244",3274,"International economic security"
"3245",3275,"Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa"
"3246",3276,"Economic measures as a means of political and economic coercion against developing countries"
"3247",3277,"Specific action related to the particular needs and problems of land locked developing countries"
"3248",3278,"Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked"
"3249",3279,"International co?operation in the field of the environment"
"3250",3280,"Living conditions of the Palestinian people in the occupied Palestinian territories"
"3251",3281,"Enhanced international cooperation towards a durable solution to the external debt problems of developing countries"
"3252",3282,"Assistance for the reconstruction and development of Lebanon"
"3253",3283,"Special economic assistance to Chad"
"3254",3284,"Special assistance to front?line States"
"3255",3285,"Special assistance to Maldives for disaster relief and the strengthening of its coastal defense"
"3256",3286,"Assistance to El Salvador"
"3257",3287,"Special economic assistance to Central America"
"3258",3288,"Emergency assistance to Benin, the Central African  Republic, Democratic Yemen, Djibouti, Ecuador, the Gambia, Madagascar, Nicaragua and Vanuatu due to climatic catastrophe"
"3259",3289,"Calls for the convening of the International Peace Conference on the Middle East, under the auspices of the United Nations, with the participation of all parties to the conflict, including the Palestine Liberation Organization, on an equal foot"
"3260",3290,"Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
"3261",3291,"Deplores Israel's continued ignoring of UN resolutions; calls for the severing of ties with Israel"
"3262",3292,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
"3263",3293,"Relations between the UN Permanent HQ country and the PLO"
"3264",3294,"Financing of the UN Interim Force in Lebanon"
"3265",3295,"Review of the rates of reimbursement to the Governments of troop contributing States"
"3266",3296,"Budget appropriations for the biennium 1988-1989"
"3267",3297,"Relations between the UN Permanent HQ country and the PLO"
"3268",3298,"Settlement of disputes between the delegations and the host countries."
"3269",3299,"Report of the Committee on Relations with the Host Country"
"3270",3300,"Report of the Committee on Relations with the Host Country"
"3271",3301,"Cooperation between UN and the League of Arab States"
"3272",3302,"Urgently calls for full and immediate compliance with the Judgment of the International Court of Justice of 27 June 1986 in the case of Military and Paramilitary Activities in and against Nicaragua in conformity with the relevant provisions of"
"3273",3303,"Cooperation between the UN and the OAU"
"3274",3304,"Declares that the municipal elections are contrary to the principles of the Charter of the United Nations and that the enforcement of  the municipal elections and their results will inevitably aggravate tension  and conflict in South Africa"
"3275",3305,"Question of the Comorian island of Mayotte"
"3276",3306,"Calls upon all States that have not done so to become parties to the United Nations Convention on the Law of the Sea and to ratify, confirm formally or accede to the Agreement relating to the implementation of Part XI of the United Nations Conv"
"3277",3307,"The situation in Kampuchea"
"3278",3308,"Condemns those policies and practices of Israel, the occupying Power, which violate the human rights wof the Palestinian people in the occupied Palestinian territory, including Jerusalem, and, in particular, such acts as the opening of fire by"
"3279",3309,"Right of peoples to peace"
"3280",3310,"Zone of peace and cooperation of the South Atlantic"
"3281",3311,"Question of the Falkland Islands (Malvinas)"
"3282",3312,"Situation in Namibia resulting from illegal occupation of the Territory by South Africa"
"3283",3313,"Implementation of Security Council resolution 435 (1978)"
"3284",3314,"Programme of work of the UN Council for Namibia"
"3285",3315,"Dissemination of information and mobilization of international public opinion in support of the immediate independence of Namibia"
"3286",3316,"UN Fund for Namibia"
"3287",3317,"Information from Non-Self-Governing Territories transmitted under Article 73e of the Charter of the UN"
"3288",3318,"Activities of foreign economic and other interests which are impeding the implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples in Namibia and in all other Territories under colonial domination and"
"3289",3319,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN"
"3290",3320,"Requests that the two parties to the conflict, the Kingdom of Morocco and the Frente Popular para la Liberacion de Saguia el-Hamra y de Rio de Oro, to undertake direct negotiations, in the shortest possible time, with a view to bringing about a"
"3291",3321,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples"
"3292",3322,"Dissemination of information on decolonization"
"3293",3323,"International Decade for the Eradication of Colonialism"
"3294",3324,"Report of the Committee on Relations with the Host Country"
"3295",3325,"Report of the Committee on Relations with the Host Country"
"3296",3326,"Reaffirms its full support to the people of South Africa in their struggle, under the leadership of their national liberation movements, to eradicate apartheid totally"
"3297",3327,"Strongly deplores the actions of those States and organizations which directly or indirectly continue to violate the arms embargo and collaborate with South Africa in the military, nuclear, intelligence and technology fields"
"3298",3328,"Calls upon the Security Council urgently to take action under Chapter VII of the Charter of the United Nations with a view to applying comprehensive and mandatory sanctions against South Africa and urges the Governments of the United States of"
"3299",3329,"Imposition, coordination and strict monitoring of measures against racist South Africa"
"3300",3330,"strongly condemns the continuing and increasing collaboration of Israel with the racist regime of South Africa, especially in the economic, military and nuclear fields;"
"3301",3331,"Programme of work of the Special Committee against Apartheid"
"3302",3332,"Dissemination of information against the policies of apartheid of the regime of racist South Africa"
"3303",3333,"Requests all States concerned, pending a decision by the Security Council, to adopt effective measures and/or legislation to broaden the scope of the oil embargo in order to ensure the complete cessation of the supply and shipping of oil and pe"
"3304",3334,"Concerted international action for the elimination of apartheid"
"3305",3335,"Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
"3306",3336,"Deplores Israel's continued ignoring of UN resolutions; calls for the severing of ties with Israel"
"3307",3337,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
"3308",3338,"Urges all Member States to extend and expedite aid and assistance to the relief agency. Notes with regret that repatriation or compensation of the refugees, as provided for in paragraph 11 of its resolution 194 (III), has not yet been effected"
"3309",3339,"Offers by Member States of grants and scholarships for higher education, including vocational training, for Palestine refugees"
"3310",3340,"Strongly reiterates its demand that Israel desist from the removal and resettlement of Palestine refugees in the Palestinian territory occupied  by Israel since 1967 and from the destruction of their shelters"
"3311",3341,"Calls once again upon all Governments, as a matter of urgency, to make the most generous efforts possible and to offer the necessary resources to meet the needs of the United Nations Relief and Works Agency for Palestine Refugees in the Near Ea"
"3312",3342,"Reaffirms the inalienable right of all displaced inhabitants to return to their homes or former places of residence in the territories occupied by Israel since 1967"
"3313",3343,"Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity"
"3314",3344,"Holds Israel responsible for the security of the Palestine refugees in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel since 1967, and calls upon it to fulfil its obligations as the occupyi"
"3315",3345,"Emphasizes the need for strengthening the educational system in the Palestinian territory occupied by Israel since 5 June 1967, including Jerusalem, and specifically the need for the establishment of the proposed university and Requests the Sec"
"3316",3346,"the Special Committee, pending complete termination of the Israeli occupation, to continue to investigate Israeli policies and practices in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel s"
"3317",3347,"Requests Israel to respect the Geneva convention pretaining to persons in times of war"
"3318",3348,"Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
"3319",3349,"Deplores the arbitrary detention or imprisonment by Israel of thousands of Palestinians as a result of their resistance to occupation in order to attain self-determination, Calls upon Israel, the occupying Power, to release all Palestinians and"
"3320",3350,"Demands that Israel come into compliance with previous UN resolutions"
"3321",3351,"Affirms the illegality of Israel's occupation and transformation of the Golan heights"
"3322",3352,"Delpores the continued actions by Israel against Palestinian students and educational institutions"
"3323",3353,"Balance in the dissemination of information, the establishment of a new world information and communication order"
"3324",3354,"Balance in the dissemination of information, the establishment of a new world information and communication order"
"3325",3355,"Cessation of all nuclear test explosions"
"3326",3356,"Cessation of all nuclear test explosions"
"3327",3357,"Urgent need for a comprehensive nuclear-test-ban treaty :"
"3328",3358,"Establishment of a nuclear-weapon-free zone in South Asia"
"3329",3359,"Conclusion of effective international arrangements on the strengthening of the security of non-nuclear-weapon States against the use or threat of use of nuclear weapons"
"3330",3360,"Conclusion of effective international arrangements to assure non nuclear weapon States against the use or threat of use of nuclear weapons"
"3331",3361,"Prevention of an arms race in outer space"
"3332",3362,"Implementation of the Declaration on the Denuclearization of Africa"
"3333",3363,"Condemns South Africa's continued pursuit of a nuclear capability and all forms of nuclear collaboration by any State, corporation, institution or individual with the racist regime that enable it to frustrate the objective of the Declaration wh"
"3334",3364,"Prohibition of the development and manufacture of new types of weapons of mass destruction and new systems of such weapons"
"3335",3365,"Calls upon the Government of the Union of Soviet Socialist Republics and the Government of the United States of America to spare no effort in seeking the attainment of their agreed objectives in the negotiations, in accordance with the security"
"3336",3366,"Encourages Member States to ensure a better flow of information with regard to the various aspects of disarmament to avoid dissemination of false and tendentious information concerning armaments and to concentrate on the danger of escalation of"
"3337",3367,"Implementation of General Assembly resolutions in the field of disarmament"
"3338",3368,"International arms transfers"
"3339",3369,"Prohibition of the development, production, stockpiling and use of radiological weapons."
"3340",3370,"Prohibition of the production of fissionable material for weapons purposes"
"3341",3371,"Naval armaments and disarmament"
"3342",3372,"Comprehensive UN study on nuclear weapons"
"3343",3373,"Bilateral nuclear arms negotiations"
"3344",3374,"Prohibition of the dumping of radioactive wastes for hostile purposes"
"3345",3375,"Conventional disarmament on a regional scale"
"3346",3376,"Calls upon all States to ensure that no radioactive waste is dumped in the territory of other States in infringement of their sovereignty. Expresses profound concern regarding practices of dumping nuclear and industrial wastes in Africa, which"
"3347",3377,"Disarmament and international security"
"3348",3378,"Nuclear arms freeze"
"3349",3379,"World Disarmament Campaign: actions and activities"
"3350",3380,"Convention on the Prohibition of the Use of Nuclear Weapons"
"3351",3381,"Scientific and technological developments and their impact on international security"
"3352",3382,"3rd special session of the General Assembly devoted to disarmament"
"3353",3383,"Requests the Conference on Disarmament to commence negotiations on the item Prevention of nuclear war of its agenda and to consider, inter#alia, the elaboration of an international instrument of a legally binding character laying down the oblig"
"3354",3384,"International cooperation for disarmament"
"3355",3385,"Climatic effects of nuclear war, including nuclear winter: report of the Secretary General"
"3356",3386,"Cessation of the nuclear arms race and nuclear disarmament and prevention of nuclear war"
"3357",3387,"Prevention of nuclear war"
"3358",3388,"Report of the Conference on Disarmament"
"3359",3389,"Economic and social consequences of the armaments race and its extremely harmful effects on world peace and security"
"3360",3390,"Report of the Conference on Disarmament"
"3361",3391,"Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap"
"3362",3392,"Study on the role of the UN in the field of verification"
"3363",3393,"Implementation of the conclusions of the 3rd Review Conference of the Parties to the Treaty on the Non Proliferation of Nuclear Weapons and establishment of a Preparatory Committee for the 4th Review Conference"
"3364",3394,"Question of Antarctica"
"3365",3395,"Expresses concern with South Africa's participation in the Antarctica Treaty System"
"3366",3396,"Calls upon States to make a consistent effort to observe fully the provisions set forth in the Charter of the United Nations in order to strengthen international peace and security"
"3367",3397,"10th anniversary of the adoption of the Declaration on the Preparation of Societies for Life in Peace"
"3368",3398,"Review of the Implementation of the Declaration on the Strengthening of International Security"
"3369",3399,"Comprehensive approach to strengthening international peace and security in accordance with the Charter of the UN"
"3370",3400,"Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to the racist and colonialist regime of South Africa"
"3371",3401,"Action on the suppression of Apartheid"
"3372",3402,"Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights"
"3373",3403,"Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination"
"3374",3404,"Human rights and scientific and technological developments"
"3375",3405,"Indivisibility and interdependence of economic, social, cultural, civil and political rights"
"3376",3406,"The impact of property on the enjoyment of human rights and fundamental freedoms"
"3377",3407,"Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms"
"3378",3408,"Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms"
"3379",3409,"Situation of human rights in the Islamic Republic of Iran"
"3380",3410,"Takes note with satisfaction of the report of the Working Group on the Drafting of an International Convention on the Protection of the Rights of All Migrant Workers and Their Families and, in particular, of the progress made by the Working Gro"
"3381",3411,"Notes with deep concern the continuing deterioration of the economic and social situation of the world, in particular in the developing countries, whose position has been further worsened by sharp fluctuations in exchange rates, high real rates"
"3382",3412,"Situation of human rights and fundamental freedoms in Chile"
"3383",3413,"Decides that the Palestine Liberation Organization and the South West Africa People's Organization are entitled to have their communications  relating to the sessions and work of the General Assembly issued and  circulated directly, and without"
"3384",3414,"Observer status of national liberation movements recognized by the OAU and/or by the League of Arab States"
"3385",3415,"Progressive development of the principles and norms of international law relating to the new international economic order"
"3386",3416,"urges all States to observe and promote in good faith the provisions of the Manila Declaration on the Peaceful Settlement of International Disputes in the settlement of their international disputes"
"3387",3417,"Draft Code of Crimes against the Peace and Security of Mankind"
"3388",3418,"Development and strengthening of good neighbourliness between States"
"3389",3419,"Development and strengthening of good neighbourliness between States"
"3390",3420,"Affirms the inalienable rights of the Palestinian people and sets the programme of work for the Committee on Palestinian rights"
"3391",3421,"Sets the programme of work for the committee on Palestinian rights"
"3392",3422,"Requests the Department of Public Information of the Secretariat to assist in the worldwide dissemination of 'accurate and comprehensive information' in support for the inalienable rights of the Palestinian people'"
"3393",3423,"Calls for the convening of the International Peace Conference on the Middle East, under the auspices of the United Nations, with the participation of all parties to the conflict, including the Palestine Liberation Organization, on an equal foot"
"3394",3424,"Acknowledges the proclamation of the State of Palestine by the Palestine National Council on 15 November 1988, Decides that, effective as of 15 December 1988, the designation Palestine should be used in place of the designation Palestine Libera"
"3395",3425,"Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa"
"3396",3426,"Preparation of an international development"
"3397",3427,"Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked"
"3398",3428,"International conference on money and finance"
"3399",3429,"International cooperation for the eradication of poverty in developing countries"
"3400",3430,"Fulfillment of the target for official development assistance"
"3401",3431,"Enhanced international cooperation towards a durable solution to the external debt problems of developing countries"
"3402",3432,"Special assistance to frontline States"
"3403",3433,"Status of the Committee on Conferences"
"3404",3434,"Financing of the UN Disengagement Observer Force"
"3405",3435,"Financing of the UN Interim Force in Lebanon"
"3406",3436,"Condemns those policies and practices of Israel, the occupying Power, which violate the human rights of the Palestinian people in the occupied territory, including the right of freedom of worship, and, in particular, the opening of fire by Isra"
"3407",3437,"Asks South-African government to commute death sentence passed on Mangena Jeffrey Boesman, a member of the African National Congress of South Africa"
"3408",3438,"Condemns those policies and practices of Israel, the occupying Power, which violate the human rights wof the Palestinian people in the occupied Palestinian territory, including Jerusalem, and, in particular, such acts as the opening of fire by"
"3409",3439,"Cooperation between UN and the League of Arab States"
"3410",3440,"Question of the Comorian island of Mayotte"
"3411",3441,"Return or restitution of cultural property to the countries of origin"
"3412",3442,"Zone of peace and cooperation of the South Atlantic"
"3413",3443,"The situation in Kampuchea"
"3414",3444,"African Alternative Framework to Structural Adjustment Programmes for Socio Economic Recovery and Transformation"
"3415",3445,"Calls upon all States that have not done so to become parties to the United Nations Convention on the Law of the Sea and to ratify, confirm formally or accede to the Agreement relating to the implementation of Part XI of the United Nations Conv"
"3416",3446,"Reaffirms its full support to the people of South Africa in their struggle, under the leadership of their national liberation movements, to eradicate apartheid totally"
"3417",3447,"Calls upon the Security Council urgently to take action under Chapter VII of the Charter of the United Nations with a view to applying comprehensive and mandatory sanctions against South Africa and urges the Governments of the United States of"
"3418",3448,"Imposition, co?ordination and strict monitoring of measures against racist South Africa"
"3419",3449,"International financial pressure on the apartheid economy of South Africa"
"3420",3450,"strongly condemns the continuing and increasing collaboration of Israel with the racist regime of South Africa, especially in the economic, military and nuclear fields;"
"3421",3451,"Programme of work of the Special Committee against Apartheid"
"3422",3452,"Requests all States concerned, pending a decision by the Security Council, to adopt effective measures and/or legislation to broaden the scope of the oil embargo in order to ensure the complete cessation of the supply and shipping of oil and pe"
"3423",3453,"Strongly deplores the actions of those States and organizations which directly or indirectly continue to violate the arms embargo and collaborate with South Africa in the military, nuclear, intelligence and technology fields. Mentions Israel, F"
"3424",3454,"Concerted international action for the elimination of apartheid"
"3425",3455,"Support for the work of the Commission against Apartheid in Sports"
"3426",3456,"Progressive development of the principles and norms of international law relating to the new international economic order"
"3427",3457,"urges all States to observe and promote in good faith the provisions of the Manila Declaration on the Peaceful Settlement of International Disputes in the settlement of their international disputes"
"3428",3458,"Draft Code of Crimes against the Peace and Security of Mankind"
"3429",3459,"Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
"3430",3460,"Deplores Israel's continued ignoring of UN resolutions; calls for the severing of ties with Israel"
"3431",3461,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
"3432",3462,"Affirms the inalienable rights of the Palestinian people and sets the programme of work for the Committee on Palestinian rights"
"3433",3463,"Sets the programme of work for the committee on Palestinian rights"
"3434",3464,"Requests the Department of Public Information of the Secretariat to assist in the worldwide dissemination of 'accurate and comprehensive information' in support for the inalienable rights of the Palestinian people'"
"3435",3465,"Question of Palestine"
"3436",3466,"Urgently calls for full and immediate compliance with the Judgment of the International Court of Justice of 27 June 1986 in the case of Military and Paramilitary Activities in and against Nicaragua in conformity with the relevant provisions of"
"3437",3467,"Urges all Member States to extend and expedite aid and assistance to the relief agency. Notes with regret that repatriation or compensation of the refugees, as provided for in paragraph 11 of its resolution 194 (III), has not yet been effected"
"3438",3468,"Offers by Member States of grants and scholarships for higher education, including vocational training, for Palestine refugees"
"3439",3469,"Strongly reiterates its demand that Israel desist from the removal and resettlement of Palestine refugees in the Palestinian territory occupied  by Israel since 1967 and from the destruction of their shelters"
"3440",3470,"Calls once again upon all Governments, as a matter of urgency, to make the most generous efforts possible and to offer the necessary resources to meet the needs of the United Nations Relief and Works Agency for Palestine Refugees in the Near Ea"
"3441",3471,"Reaffirms the inalienable right of all displaced inhabitants to return to their homes or former places of residence in the territories occupied by Israel since 1967"
"3442",3472,"Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity"
"3443",3473,"Holds Israel responsible for the security of the Palestine refugees in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel since 1967, and calls upon it to fulfil its obligations as the occupyi"
"3444",3474,"Emphasizes the need for strengthening the educational system in the Palestinian territory occupied by Israel since 5 June 1967, including Jerusalem, and specifically the need for the establishment of the proposed university and Requests the Sec"
"3445",3475,"Protection of Palestinian students and educational institutions and safeguarding of the security of the facilities of the UN Relief and Works Agency for Palestine Refugees in the Near East in the occupied Palestinian territory"
"3446",3476,"the Special Committee, pending complete termination of the Israeli occupation, to continue to investigate Israeli policies and practices in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel s"
"3447",3477,"Requests Israel to respect the Geneva convention pretaining to persons in times of war"
"3448",3478,"Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
"3449",3479,"Deplores the arbitrary detention or imprisonment by Israel of thousands of Palestinians as a result of their resistance to occupation in order to attain self-determination, Calls upon Israel, the occupying Power, to release all Palestinians and"
"3450",3480,"Demands that Israel come into compliance with previous UN resolutions"
"3451",3481,"Affirms the illegality of Israel's occupation and transformation of the Golan heights"
"3452",3482,"Delpores the continued actions by Israel against Palestinian students and educational institutions"
"3453",3483,"Balance in the dissemination of information, the establishment of a new world information and communication order"
"3454",3484,"Notes with deep concern the continuing deterioration of the economic and social situation of the world, in particular in the developing countries, whose position has been further worsened by sharp fluctuations in exchange rates, high real rates"
"3455",3485,"Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms"
"3456",3486,"Status of the International Convention on the Suppression and Punishment of the crime of Apartheid"
"3457",3487,"Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights"
"3458",3488,"Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination"
"3459",3489,"Information from Non-Self-Governing Territories transmitted under Article 73e of the Charter of the UN"
"3460",3490,"Activities of foreign economic and other interests which are impeding the implementation of the Declaration on the  Granting of Independence to Colonial Countries and Peoples in Namibia and in all other Territories under colonial domination and"
"3461",3491,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN"
"3462",3492,"Programme of Activities in Observance of the 30th Anniversary of the Declaration on the Granting of Independence to Colonial Countries and Peoples"
"3463",3493,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN"
"3464",3494,"Dissemination of information on decolonization"
"3465",3495,"Implementation of General Assembly resolution 43/62 concerning the signature and ratification of Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapons in Latin America (Treaty of Tlatelolco)"
"3466",3496,"Cessation of all nuclear test explosions"
"3467",3497,"Amendment of the Treaty Banning Nuclear Weapon Tests in the Atmosphere, in Outer Space and under Water"
"3468",3498,"Urgent need for a comprehensive nuclear-test-ban treaty :"
"3469",3499,"Establishment of a nuclear-weapon-free zone in South Asia"
"3470",3500,"Conclusion of effective international arrangements on the strengthening of the security of non-nuclear-weapon States against the use or threat of use of nuclear weapons"
"3471",3501,"Conclusion of effective international arrangements on the strengthening of the security of non-nuclear-weapon States against the use or threat of use of nuclear weapons"
"3472",3502,"Prevention of an arms race in outer space"
"3473",3503,"Implementation of the Declaration on the denuclearization of Africa"
"3474",3504,"Condemns South Africa's continued pursuit of a nuclear capability and all forms of nuclear collaboration by any State, corporation, institution or individual with the racist regime that enable it to frustrate the objective of the Declaration wh"
"3475",3505,"Welcomes the work of the Disarmament Commission on the identification and elaboration of a set of principles that should govern further action of States in the field of the freezing and reduction of military budgets"
"3476",3506,"Welcomes the work of the Disarmament Commission on the identification and elaboration of a set of principles that should govern further action of States in the field of the freezing and reduction of military budgets"
"3477",3507,"Prohibition of the development, production, stockpiling and use of radiological weapons."
"3478",3508,"Calls upon the Government of the Union of Soviet Socialist Republics and the Government of the United States of America to spare no effort in seeking the attainment of their agreed objectives in the negotiations, in accordance with the security"
"3479",3509,"Encourages Member States to ensure a better flow of information with regard to the various aspects of disarmament to avoid dissemination of false and tendentious information concerning armaments and to concentrate on the danger of escalation of"
"3480",3510,"Implementation of General Assembly resolutions in the field of disarmament"
"3481",3511,"Prohibition of the production of fissionable material for weapons purposes"
"3482",3512,"Conversion of military resources"
"3483",3513,"Bilateral nuclear arms negotiations"
"3484",3514,"Naval armaments and disarmament"
"3485",3515,"International arms transfers"
"3486",3516,"Defensive security concepts and policies"
"3487",3517,"Calls upon all States to ensure that no radioactive waste is dumped in the territory of other States in infringement of their sovereignty. Expresses profound concern regarding practices of dumping nuclear and industrial wastes in Africa, which"
"3488",3518,"Conventional disarmament on a regional scale"
"3489",3519,"World Disarmament Campaign: actions and activities"
"3490",3520,"Convention on the Prohibition of the Use of Nuclear Weapons"
"3491",3521,"Nuclear arms freeze"
"3492",3522,"UN regional centres for peace and disarmament in Africa and Asia and the UN Regional Centre for Peace, Disarmament and Development in Latin America and the Caribbean"
"3493",3523,"Scientific and technological developments and their impact on international security"
"3494",3524,"Science and technology for disarmament"
"3495",3525,"Comprehensive programme of disarmament"
"3496",3526,"Requests the Conference on Disarmament to commence negotiations on the item Prevention of nuclear war of its agenda and to consider, inter#alia, the elaboration of an international instrument of a legally binding character laying down the oblig"
"3497",3527,"Comprehensive programme of disarmament"
"3498",3528,"Cessation of the nuclear arms race and nuclear disarmament and prevention of nuclear war"
"3499",3529,"South Pacific Nuclear Free Zone Treaty"
"3500",3530,"Implementation of the Declaration of the Indian Ocean as a Zone of Peace"
"3501",3531,"Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap"
"3502",3532,"Education and information for disarmament"
"3503",3533,"Question of Antarctica"
"3504",3534,"Expresses concern with South Africa's participation in the Antarctica Treaty System"
"3505",3535,"Review of the Implementation of the Declaration on the Strengthening of International Security"
"3506",3536,"Elaboration of a 2nd optional protocol to the International Covenant on Civil and Political Rights, aiming at the abolition of the death penalty"
"3507",3537,"Indivisibility and interdependence of economic, social, cultural, civil and political rights"
"3508",3538,"Respect for the principles of national sovereignty and non interference in the internal affairs of States in their electoral processes"
"3509",3539,"Situation of human rights in Chile"
"3510",3540,"Enlargement of the Commission on Human Rights and the further promotion of human rights and fundamental freedoms"
"3511",3541,"International assistance for the economic rehabilitation of Angola"
"3512",3542,"Charter of Economic Rights and Duties of States"
"3513",3543,"Living conditions of the Palestinian people in the occupied Palestinian territory"
"3514",3544,"Special assistance to frontline States"
