"","X","short"
"2824",2854,"SELF-DETERMINATION"
"2825",2855,"APARTHEID, CONVENTION"
"2826",2856,"RACIAL DISCRIMINATION, ELIMINATION"
"2827",2857,"WESTERN SAHARA"
"2828",2858,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"2829",2859,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"2830",2860,"SELF-DETERMINATION, IMPLEMENTATION"
"2831",2861,"SELF-DETERMINATION, ANNIVERSARY"
"2832",2862,"SELF-DETERMINATION, IMPLEMENTATION"
"2833",2863,"DISENGAGEMENT OBSERVER FORCE"
"2834",2864,"DISENGAGEMENT OBSERVER FORCE"
"2835",2865,"DISENGAGEMENT OBSERVER FORCE"
"2836",2866,"COMOROS, MAYOTTE"
"2837",2867,"LAW OF THE SEA"
"2838",2868,"SOUTH AFRICA, SANCTIONS"
"2839",2869,"SOUTH AFRICA, LIBERATION MOVEMENTS"
"2840",2870,"SOUTH AFRICA, CONFERENCE"
"2841",2871,"APARTHEID, INFORMATION"
"2842",2872,"SOUTH AFRICA, ISRAEL"
"2843",2873,"APARTHEID, COMMITTEE"
"2844",2874,"APARTHEID, SPORTS"
"2845",2875,"APARTHEID, ELIMINATION"
"2846",2876,"INTERNATIONAL ECONOMIC ORDER"
"2847",2877,"PEACE AND SECURITY: DRAFT CODE"
"2848",2878,"NON-USE OF FORCE"
"2849",2879,"DENUCLEARIZATION, LATIN AMERICA"
"2850",2880,"CESSATION, NUCLEAR TESTING"
"2851",2881,"CESSATION, NUCLEAR TESTING"
"2852",2882,"COMPREHENSIVE TEST BAN TREATY"
"2853",2883,"DENUCLEARIZATION, SOUTH ASIA"
"2854",2884,"NON-NUCLEAR STATES"
"2855",2885,"NON-NUCLEAR STATES"
"2856",2886,"ARMS RACE, OUTER SPACE"
"2857",2887,"CESSATION, NUCLEAR TESTING"
"2858",2888,"DENUCLEARIZATION, AFRICA"
"2859",2889,"SOUTH AFRICA, NUCLEAR WEAPONS"
"2860",2890,"WEAPONS DEVELOPMENT, MANUFACTURE"
"2861",2891,"MILITARY BUDGET REDUCTIONS"
"2862",2892,"CHEMICAL, BIOLOGICAL WEAPONS"
"2863",2893,"CHEMICAL, BIOLOGICAL WEAPONS"
"2864",2894,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"2865",2895,"DISARMAMENT, CONVENTIONAL"
"2866",2896,"NAVAL ARMS RACE"
"2867",2897,"FISSIONABLE MATERIALS"
"2868",2898,"FREEZE, NUCLEAR WEAPONS"
"2869",2899,"NAVAL ARMS RACE"
"2870",2900,"MILITARY MATTERS, INFORMATION"
"2871",2901,"DISARMAMENT: ARMS LIMITATION"
"2872",2902,"NUCLEAR NON-PROLIFERATION"
"2873",2903,"DISARMAMENT, INTERNATIONAL SECURITY"
"2874",2904,"PALESTINE, RIGHTS COMMITTEE"
"2875",2905,"PALESTINE, RIGHTS COMMITTEE"
"2876",2906,"PALESTINE, INFORMATION"
"2877",2907,"MIDDLE EAST PEACE CONFERENCE"
"2878",2908,"NAMIBIA, OCCUPATION"
"2879",2909,"NAMIBIA, S.C. 435"
"2880",2910,"NAMIBIA, U.N. COUNCIL"
"2881",2911,"NAMIBIA, INFORMATION"
"2882",2912,"NAMIBIA, LIN FUND"
"2883",2913,"NAMIBIA, SPECIAL SESSION"
"2884",2914,"WORLD SOCIAL SITUATION"
"2885",2915,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"2886",2916,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"2887",2917,"SOCIAL, ECONOMIC, POLITICAL RIGHTS"
"2888",2918,"HUMAN RIGHTS, U.N. SYSTEM"
"2889",2919,"HUMAN RIGHTS, AFGHANISTAN"
"2890",2920,"HUMAN RIGHTS, EL SALVADOR"
"2891",2921,"HUMAN RIGHTS, GUATEMALA"
"2892",2922,"HUMAN RIGHTS, IRAN"
"2893",2923,"HUMAN RIGHTS, CHILE"
"2894",2924,"NEO-FASCISM, NAZISM"
"2895",2925,"ARMS RACE, ECONOMIC, SOCIAL ISSUES"
"2896",2926,"DISARMAMENT, INTERNATIONAL SECURITY"
"2897",2927,"WORLD DISARMAMENT CAMPAIGN"
"2898",2928,"FREEZE, NUCLEAR WEAPONS"
"2899",2929,"WORLD DISARMAMENT CAMPAIGN"
"2900",2930,"FREEZE, NUCLEAR WEAPONS"
"2901",2931,"NUCLEAR NON-USE"
"2902",2932,"DISARMAMENT, FELLOWSHIPS"
"2903",2933,"NUCLEAR NON-USE"
"2904",2934,"BILATERAL ARMS RACE"
"2905",2935,"NUCLEAR WEAPONS"
"2906",2936,"DISARMAMENT WEEK"
"2907",2937,"NUCLEAR WAR, CLIMACTIC EFFECTS"
"2908",2938,"DISARMAMENT, NEUTRON WEAPONS"
"2909",2939,"DISARMAMENT, COOPERATION"
"2910",2940,"DISARMAMENT, 10TH SPECIAL SESSION"
"2911",2941,"DISARMAMENT, CONFERENCE"
"2912",2942,"DISARMAMENT, 10TH SPECIAL SESSION"
"2913",2943,"CESSATION, ARMS RACE"
"2914",2944,"NUCLEAR WAR, PREVENTION"
"2915",2945,"ANTARCTICA"
"2916",2946,"ANTARCTICA, MINERAL RESOURCES"
"2917",2947,"ANTARCTICA, SOUTH AFRICA"
"2918",2948,"INTERNATIONAL PEACE, SECURITY"
"2919",2949,"INTERNATIONAL PEACE, SECURITY"
"2920",2950,"PALESTINE, DETENTIONS"
"2921",2951,"ISRAEL, GENEVA CONVENTION"
"2922",2952,"PALESTINE, LEGAL STATUS"
"2923",2953,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"2924",2954,"PALESTINE, LEADERS"
"2925",2955,"ISRAEL, GOLAN HEIGHTS"
"2926",2956,"ISRAEL, PALESTINIAN STUDENTS"
"2927",2957,"INFORMATION COMMITTEE"
"2928",2958,"UNESCO"
"2929",2959,"PALESTINE, ASSISTANCE"
"2930",2960,"PALESTINE, GRANTS AND SCHOLARSHIPS"
"2931",2961,"GAZA STRIP, REFUGEES"
"2932",2962,"PALESTINE, REFUGEES, RELIEF"
"2933",2963,"PALESTINE, REFUGEES, RETURN"
"2934",2964,"PALESTINE, REFUGEES, PROPERTIES"
"2935",2965,"PALESTINE, REFUGEES, PROTECTION"
"2936",2966,"WEST BANK, REFUGEES"
"2937",2967,"JERUSALEM, UNIVERSITY"
"2938",2968,"ISRAEL, CANAL PROJECT"
"2939",2969,"MIDDLE EAST PEACE CONDITIONS"
"2940",2970,"ISRAEL, OCCUPIED TERRITORIES"
"2941",2971,"JERUSALEM"
"2942",2972,"PALESTINE, ECONOMIC PROJECTS"
"2943",2973,"PALESTINE, ASSISTANCE"
"2944",2974,"INTERNATIONAL ECONOMIC SECURITY"
"2945",2975,"ECONOMIC RIGHTS AND DUTIES"
"2946",2976,"LAND-LOCKED COUNTRIES"
"2947",2977,"ECONOMICS, DEVELOPING COUNTRIES"
"2948",2978,"NICARAGUA, EMBARGO"
"2949",2979,"TECHNOLOGY TRANSFER"
"2950",2980,"REMNANTS OF WAR"
"2951",2981,"ENVIRONMENTAL COOPERATION"
"2952",2982,"PALESTINE, LIVING CONDITIONS"
"2953",2983,"ECONOMIC DEVELOPMENT, LONG-TERM"
"2954",2984,"BUDGET, 1984-1985"
"2955",2985,"U.N. FINANCIAL DIFFICULTIES"
"2956",2986,"UN AGENDA: CONFERENCES"
"2957",2987,"LEBANON, INTERM FORCE"
"2958",2988,"LEBANON, INTERM FORCE"
"2959",2989,"TROOP REIMBURSEMENT"
"2960",2990,"SCALE OF ASSESSMENTS"
"2961",2991,"UN OFFICE IN NAIROBI"
"2962",2992,"BUDGET, 1986-1987"
"2963",2993,"BUDGET, 1986-1987"
"2964",2994,"APPROPRIATIONS, 1986"
"2965",2995,"UNFORESEEN EXPENSES, 1986-1987"
"2966",2996,"WORKING CAPITAL FUND"
"2967",2997,"ICJ, EMOLUMENTS"
"2968",2998,"ICJ, PENSION SCHEME"
"2969",2999,"ICJ, CONDITIONS OF SERVICE"
"2970",3000,"U.N., LEAGUE OF ARAB STATES"
"2971",3001,"KAMPUCHEA"
"2972",3002,"RIGHT TO PEACE"
"2973",3003,"SOUTH ATLANTIC, ZONE OF PEACE"
"2974",3004,"IRAQ, ISRAELI AGGRESSION"
"2975",3005,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"2976",3006,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"2977",3007,"SELF-DETERMINATION, IMPLEMENTATION"
"2978",3008,"WESTERN SAHARA"
"2979",3009,"COMOROS, MAYOTTE"
"2980",3010,"NICARAGUA, ICJ RULING"
"2981",3011,"AFGHANISTAN"
"2982",3012,"LAW OF THE SEA"
"2983",3013,"SOUTH AFRICA, LIBERATION MOVEMENTS"
"2984",3014,"SOUTH AFRICA, SANCTIONS"
"2985",3015,"SOUTH AFRICA, ISRAEL"
"2986",3016,"APARTHEID, COMMITTEE"
"2987",3017,"APARTHEID, SPORTS"
"2988",3018,"SOUTH AFRICA, OIL EMBARGO"
"2989",3019,"APARTHEID, ELIMINATION"
"2990",3020,"LIBYA, U.S. AGGRESSION"
"2991",3021,"NAMIBIA, OCCUPATION"
"2992",3022,"NAMIBIA, S.C. RESOLUTION 435"
"2993",3023,"NAMIBIA, U.N. COUNCIL"
"2994",3024,"NAMIBIA, INFORMATION"
"2995",3025,"NAMIBIA, U.N. FUND"
"2996",3026,"FALKLAND ISLANDS"
"2997",3027,"SELF-DETERMINATION, IMPLEMENTATION"
"2998",3028,"SELF-DETERMINATION, IMPLEMENTATION"
"2999",3029,"INFORMATION, DECOLONIZATION"
"3000",3030,"PALESTINE, RIGHTS COMMITTEE"
"3001",3031,"PALESTINE, RIGHTS COMMITTEE"
"3002",3032,"PALESTINE, INFORMATION"
"3003",3033,"MIDDLE EAST PEACE CONFERENCE"
"3004",3034,"DISENGAGEMENT OBSERVER FORCE"
"3005",3035,"DISENGAGEMENT OBSERVER FORCE"
"3006",3036,"DENUCLEARIZATION, LATIN AMERICA"
"3007",3037,"CESSATION, NUCLEAR TESTING"
"3008",3038,"CESSATION, NUCLEAR TESTING"
"3009",3039,"COMPREHENSIVE TEST-BAN-TREATY"
"3010",3040,"DENUCLEARIZATION, SOUTH ASIA"
"3011",3041,"NON-NUCLEAR STATES"
"3012",3042,"NON-NUCLEAR STATES"
"3013",3043,"ARMS RACE, OUTER SPACE"
"3014",3044,"CESSATION, NUCLEAR TESTING"
"3015",3045,"DENUCLEARIZATION, AFRICA"
"3016",3046,"DENUCLEARIZATION, AFRICA"
"3017",3047,"NUCLEAR WEAPONS, MANUFACTURING"
"3018",3048,"CHEMICAL, BIOLOGICAL WEAPONS"
"3019",3049,"CHEMICAL, BIOLOGICAL WEAPONS"
"3020",3050,"GENERAL, COMPLETE DISARMAMENT"
"3021",3051,"GENERAL, COMPLETE DISARMAMENT"
"3022",3052,"GENERAL, COMPLETE DISARMAMENT"
"3023",3053,"GENERAL, COMPLETE DISARMAMENT"
"3024",3054,"GENERAL, COMPLETE DISARMAMENT"
"3025",3055,"GENERAL, COMPLETE DISARMAMENT"
"3026",3056,"NAVAL DISARMAMENT"
"3027",3057,"FISSIONABLE MATERIAL"
"3028",3058,"DISARMAMENT, CONVENTIONAL"
"3029",3059,"NOTIFCATION OF NUCLEAR TESTS"
"3030",3060,"WORLD DISARMAMENT CAMPAIGN"
"3031",3061,"WORLD DISARMAMENT CAMPAIGN"
"3032",3062,"CONFIDENCE-BUILDING"
"3033",3063,"FREEZE, NUCLEAR WEAPONS"
"3034",3064,"PROHIBITION, NUCLEAR USE"
"3035",3065,"DISARMAMENT FELLOWSHIPS"
"3036",3066,"FREEZE, NUCLEAR WEAPONS"
"3037",3067,"PALESTINE, DETENTIONS"
"3038",3068,"PALESTINE, DETENTIONS"
"3039",3069,"ISRAEL, GENEVA CONVENTION"
"3040",3070,"ISRAEL, OCCUPIED TERRITORIES"
"3041",3071,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"3042",3072,"PALESTINE, LEADERS"
"3043",3073,"ISRAEL, GOLAN HEIGHTS"
"3044",3074,"INTERNATIONAL COMMUNICATION ORDER"
"3045",3075,"NEW INFORMATION ORDER"
"3046",3076,"UNESCO"
"3047",3077,"PALESTINE, ASSISTANCE"
"3048",3078,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3049",3079,"GAZA STRIP, REFUGEES"
"3050",3080,"PALESTINE, REFUGEES, RELIEF"
"3051",3081,"PALESTINE, DISPLACED PERSONS"
"3052",3082,"PALESTINE, REFUGEES, PROPERTIES"
"3053",3083,"PALESTINE, REFUGEES, PROTECTION"
"3054",3084,"WEST BANK, REFUGEES"
"3055",3085,"JERUSALEM, UNIVERSITY"
"3056",3086,"LIBERATION MOVEMENTS, OBSERVER STATUS"
"3057",3087,"INTERNATIONAL ECONOMIC ORDER"
"3058",3088,"PEACE AND SECURITY"
"3059",3089,"BILATERAL ARMS NEGOTIATIONS"
"3060",3090,"NUCLEAR NON-USE"
"3061",3091,"DISARMAMENT WEEK"
"3062",3092,"CESSATION, ARMS RACE"
"3063",3093,"NUCLEAR WAR, PREVENTION"
"3064",3094,"NUCLEAR WAR, CLIMACTIC EFFECTS"
"3065",3095,"DISARMAMENT, 10TH SPECIAL SESSION"
"3066",3096,"DISARMAMENT, 10TH SPECIAL SESSION"
"3067",3097,"DISARMAMENT, COOPERATION"
"3068",3098,"DISARMAMENT CONFERENCE"
"3069",3099,"BILATERAL ARMS NEGOTIATIONS"
"3070",3100,"DISARMAMENT, 10TH SPECIAL SESSION"
"3071",3101,"DISARMAMENT CONFERENCE"
"3072",3102,"ANTARCTICA"
"3073",3103,"ANTARCTICA, MINERAL RESOURCES"
"3074",3104,"ANTARCTICA, SOUTH AFRICA"
"3075",3105,"INTERNATIONAL PEACE, SECURITY"
"3076",3106,"POLITICAL DIALOGUE"
"3077",3107,"INTERNATIONAL PEACE, SECURITY"
"3078",3108,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3079",3109,"SOUTH AFRICA, ISOLATION"
"3080",3110,"SELF-DETERMINATION, IMPLEMENTATION"
"3081",3111,"HUMAN RIGHTS, MERCENARIES"
"3082",3112,"APARTHEID, CONVENTION"
"3083",3113,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"3084",3114,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"3085",3115,"HUMAN RIGHTS"
"3086",3116,"SOUTH AFRICA, NAMIBIA, REFUGEES"
"3087",3117,"RIGHT TO DEVELOPMENT"
"3088",3118,"HUMAN RIGHTS, U.N. SYSTEM"
"3089",3119,"RIGHT TO PROPERTY"
"3090",3120,"RIGHT TO DEVELOPMENT"
"3091",3121,"ETHIOPIA, DISPLACED PERSONS"
"3092",3122,"PROTECTION, MINORITIES"
"3093",3123,"RIGHT TO HOUSING"
"3094",3124,"MIGRANT WORKERS, RIGHTS"
"3095",3125,"HUMAN RIGHTS, COOPERATION"
"3096",3126,"HUMAN RIGHTS, GUATEMALA"
"3097",3127,"HUMAN RIGHTS, EL SALVADOR"
"3098",3128,"HUMAN RIGHTS, AFGHANISTAN"
"3099",3129,"HUMAN RIGHTS, IRAN"
"3100",3130,"HUMAN RIGHTS, CHILE"
"3101",3131,"MIDDLE EAST, PEACE CONDITIONS"
"3102",3132,"ISRAEL, OCCUPIED TERRITORIES"
"3103",3133,"JERUSALEM"
"3104",3134,"NICARAGUA, EMBARGO"
"3105",3135,"ECONOMIC COERCION"
"3106",3136,"LEBANON, INTERM FORCE"
"3107",3137,"LEBANON, INTERM FORCE"
"3108",3138,"RESOURCE TRANSFER"
"3109",3139,"PALESTINE, ASSISTANCE"
"3110",3140,"INTERNATIONAL ECONOMIC SECURITY"
"3111",3141,"CULTURAL DEVELOPMENT"
"3112",3142,"UGANDA, ASSISTANCE"
"3113",3143,"MOZAMBIQUE, ASSISTANCE"
"3114",3144,"FRONT LINE STATES, ASSISTANCE"
"3115",3145,"IMPOVERISHED COUNTRIES, ASSISTANCE"
"3116",3146,"HEALTH INSURANCE"
"3117",3147,"POLITICAL, SECURITY AFFAIRS"
"3118",3148,"LOAN TO UNIDO"
"3119",3149,"JUDGEMENT 370"
"3120",3150,"GENERAL SERVICE, JOBS"
"3121",3151,"BUDGET, 1986-1987"
"3122",3152,"BUDGET, 1986-1987"
"3123",3153,"APPROPRIATIONS, 1987"
"3124",3154,"NUCLEAR ENERGY, PEACEFUL USES"
"3125",3155,"KAMPUCHEA"
"3126",3156,"U.N., LEAGUE OF ARAB STATES"
"3127",3157,"CULTURAL PROPERTY, RESTITUTION"
"3128",3158,"NAMIBIA, OCCUPATION"
"3129",3159,"S.C. 435, IMPLEMENTATION"
"3130",3160,"NAMIBIA, U.N. COUNCIL"
"3131",3161,"NAMIBIA, INFORMATION"
"3132",3162,"NAMIBIA, FUND"
"3133",3163,"AFGHANISTAN"
"3134",3164,"SOUTH ATLANTIC, ZONE OF PEACE"
"3135",3165,"COMOROS, MAYOTTE"
"3136",3166,"NICARAGUA, ICJ RULING"
"3137",3167,"FALKLAND ISLANDS"
"3138",3168,"LAW OF THE SEA"
"3139",3169,"SOUTH AFRICA, LIBERATION MOVEMENTS"
"3140",3170,"SOUTH AFRICA, MEASURES AGAINST"
"3141",3171,"SOUTH AFRICA, SANCTIONS"
"3142",3172,"SOUTH AFRICA, ISRAEL"
"3143",3173,"ARAPTHEID, SPECIAL COMMITTEE"
"3144",3174,"SOUTH AFRICA, OIL EMBARGO"
"3145",3175,"APARTHEID, ELIMINATION"
"3146",3176,"DENUCLEARIZATION, LATIN AMERICA"
"3147",3177,"CESSATION, NUCLEAR TESTING"
"3148",3178,"CESSATION, NUCLEAR TESTING"
"3149",3179,"COMPREHENSIVE TEST-BAN-TREATY"
"3150",3180,"DENUCLEARIZATION, SOUTH ASIA"
"3151",3181,"NON-NUCLEAR STATES"
"3152",3182,"NON-NUCLEAR STATES"
"3153",3183,"ARMS RACE, OUTER SPACE"
"3154",3184,"DENUCLEARIZATION, AFRICA"
"3155",3185,"DENUCLEARIZATION, AFRICA"
"3156",3186,"WEAPONS DEVELOPMENT, MANUFACTURE"
"3157",3187,"BILATERAL ARMS NEGOTIATIONS"
"3158",3188,"NOTIFCATION OF NUCLEAR TESTS"
"3159",3189,"BILATERAL ARMS NEGOTIATIONS"
"3160",3190,"WEAPONS DEVELOPMENT, MANUFACTURE"
"3161",3191,"INFORMATION, MILITARY MATTERS"
"3162",3192,"DISARMAMENT, IMPLEMENTATION"
"3163",3193,"NAVAL DISARMAMENT"
"3164",3194,"FISSIONABLE MATERIAL"
"3165",3195,"DISARMAMENT, CONVENTIONAL"
"3166",3196,"DISARMAMENT, 12TH SPECIAL SESSION"
"3167",3197,"FREEZE, NUCLEAR WEAPONS"
"3168",3198,"PROHIBITION, NUCLEAR USE"
"3169",3199,"WORLD DISARMAMENT CAMPAIGN"
"3170",3200,"FREEZE, NUCLEAR WEAPONS"
"3171",3201,"DISARMAMENT, FELLOWSHIPS"
"3172",3202,"NUCLEAR NON-USE"
"3173",3203,"DISARMAMENT, 10TH SPECIAL SESSION"
"3174",3204,"CESSATION, ARMS RACE"
"3175",3205,"NUCLEAR WAR, PREVENTION"
"3176",3206,"DISARMAMENT, COOPERATION"
"3177",3207,"DISARMAMENT WEEK"
"3178",3208,"DISARMAMENT, CONFERENCE"
"3179",3209,"DISARMAMENT, CONFERENCE"
"3180",3210,"DISARMAMENT, 10TH SPECIAL SESSION"
"3181",3211,"1ST COMMITTEE, RATIONALIZATION"
"3182",3212,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3183",3213,"ANTARCTICA"
"3184",3214,"ANTARCTICA, SOUTH AFRICA"
"3185",3215,"SOCIAL, ECONOMIC CHANGE"
"3186",3216,"HUMAN RIGHTS, IMPLEMENTATION"
"3187",3217,"APARTHEID, CONVENTION"
"3188",3218,"PALESTINE, RIGHTS COMMITTEE"
"3189",3219,"PALESTINE, RIGHTS COMMITTEE"
"3190",3220,"PALESTINE, INFORMATION"
"3191",3221,"MIDDLE EAST PEACE CONFERENCE"
"3192",3222,"PALESTINE, ASSISTANCE"
"3193",3223,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3194",3224,"GAZA STRIP, REFUGEES"
"3195",3225,"PALESTINE, REFUGEES, RELIEF"
"3196",3226,"PALESTINE, REFUGEES, RETURN"
"3197",3227,"PALESTINE, REFUGEES, PROPERTIES"
"3198",3228,"PALESTINE, REFUGEES, PROTECTION"
"3199",3229,"WEST BANK, REFUGEES"
"3200",3230,"JERUSALEM, UNIVERSITY"
"3201",3231,"DISENGAGEMENT OBSERVER FORCE"
"3202",3232,"DISENGAGEMENT OBSERVER FORCE"
"3203",3233,"SELF-DETERMINATION, IMPLEMENTATION"
"3204",3234,"DECOLONIZATION, INFORMATION"
"3205",3235,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3206",3236,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3207",3237,"SELF-DETERMINATION, IMPLEMENTATION"
"3208",3238,"WESTERN SAHARA"
"3209",3239,"NEW CALEDONIA"
"3210",3240,"LIFE IN PEACE"
"3211",3241,"INTERNATIONAL PEACE, SECURITY"
"3212",3242,"INTERNATIONAL PEACE, SECURITY"
"3213",3243,"SELF-DETERMINATION"
"3214",3244,"MERCENARIES"
"3215",3245,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"3216",3246,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"3217",3247,"RIGHTS OF THE CHILD, CONVENTION"
"3218",3248,"HUMAN RIGHTS"
"3219",3249,"HUMAN RIGHTS, PROPERTY"
"3220",3250,"HUMAN RIGHTS, U.N. SYSTEM"
"3221",3251,"PROTECTION OF THE FAMILY"
"3222",3252,"HUMAN RIGHTS, AFGHANISTAN"
"3223",3253,"HUMAN RIGHTS, IRAN"
"3224",3254,"ETHIOPIA, DISPLACED PERSONS"
"3225",3255,"MIGRANT WORKERS, RIGHTS"
"3226",3256,"WORLD SOCIAL SITUATION"
"3227",3257,"RIGHT TO HOUSING"
"3228",3258,"HUMAN RIGHTS, CHILE"
"3229",3259,"INTERNATIONAL ECONOMIC ORDER"
"3230",3260,"PEACEFUL SETTLEMENTS OF DISPUTES"
"3231",3261,"CRIMES AGAINST PEACE, SECURITY"
"3232",3262,"BILLS OF EXCHANGE, CONVENTION"
"3233",3263,"GOOD NEIGHBORLINESS"
"3234",3264,"INTERNATIONAL TERRORISM"
"3235",3265,"PALESTINE, DETENTIONS"
"3236",3266,"ISRAEL, GENEVA CONVENTION"
"3237",3267,"ISRAEL, OCCUPIED TERRITORIES"
"3238",3268,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"3239",3269,"ISRAEL, HEBRON, HALHUL"
"3240",3270,"ISRAEL, GOLAN HEIGHTS"
"3241",3271,"ISRAEL, EDUCATIONAL INSTITUTIONS"
"3242",3272,"NEW INFORMATION ORDER"
"3243",3273,"INFORMATION, MASS-MEDIA"
"3244",3274,"INTERNATIONAL ECONOMIC SECURITY"
"3245",3275,"PALESTINE, ASSISTANCE"
"3246",3276,"ECONOMIC COERCION"
"3247",3277,"LAND-LOCKED COUNTRIES"
"3248",3278,"NICARAGUA, EMBARGO"
"3249",3279,"ENVIRONMENT, COOPERATION"
"3250",3280,"PALESTINE, LIVING CONDITIONS"
"3251",3281,"DEBT PROBLEM SOLUTIONS"
"3252",3282,"LEBANON, AID"
"3253",3283,"ECONOMIC AID, CHAD"
"3254",3284,"ECONOMIC AID, FRONT-LINE STATES"
"3255",3285,"MALDIVES, AID"
"3256",3286,"EL SALVADOR, ASSISTANCE"
"3257",3287,"ECONOMIC ASSISTANCE, CENTRAL AMERICA"
"3258",3288,"EMERGENCY ASSISTANCE"
"3259",3289,"MIDDLE EAST PEACE CONFERENCE"
"3260",3290,"MIDDLE EAST PEACE PROCESS"
"3261",3291,"ISRAEL, ACTIONS AGAINST"
"3262",3292,"JERUSALEM"
"3263",3293,"HOST COUNTRY, RELATIONS"
"3264",3294,"LEBANON, INTERM FORCE"
"3265",3295,"TROOP REIMBURSEMENT"
"3266",3296,"BUDGET, 1988-1989"
"3267",3297,"HOST COUNTRY, RELATIONS"
"3268",3298,"HOST COUNTRY, RELATIONS"
"3269",3299,"REPORT, RELATIONS WITH HOST COUNTRY"
"3270",3300,"REPORT, RELATIONS WITH HOST COUNTRY"
"3271",3301,"U.N., LEAGUE OF ARAB STATES"
"3272",3302,"NICARAGUA, ICJ RULING"
"3273",3303,"COOPERATION, U.N. AND OAU"
"3274",3304,"PRETORIA, RACIAL ELECTION"
"3275",3305,"COMOROS, MAYOTTE"
"3276",3306,"LAW OF THE SEA"
"3277",3307,"KAMPUCHEA"
"3278",3308,"PALESTINE, INTIFADAH"
"3279",3309,"RIGHT TO PEACE"
"3280",3310,"SOUTH ATLANTIC, ZONE OF PEACE"
"3281",3311,"FALKLAND ISLANDS"
"3282",3312,"NAMIBIA, SITUATION"
"3283",3313,"NAMIBIA, S.C. RESOLUTION 435"
"3284",3314,"NAMIBIA, U.N. COUNCIL"
"3285",3315,"NAMIBIA, INFORMATION"
"3286",3316,"NAMIBIA, U.N. FUND"
"3287",3317,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3288",3318,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3289",3319,"SELF-DETERMINATION, IMPLEMENTATION"
"3290",3320,"WESTERN SAHARA"
"3291",3321,"SELF-DETERMINATION, IMPLEMENTATION"
"3292",3322,"DECOLONIZATION, INFORMATION"
"3293",3323,"DECOLONIZATION DECADE"
"3294",3324,"HOST COUNTRY, RELATIONS"
"3295",3325,"HOST COUNTRY, RELATIONS"
"3296",3326,"SOUTH AFRICA, LIBERATION MOVEMENTS"
"3297",3327,"SOUTH AFRICA, MILITARY COLLABORATION"
"3298",3328,"SOUTH AFRICA, SANCTIONS"
"3299",3329,"SOUTH AFRICA, ISOLATION"
"3300",3330,"SOUTH AFRICA, ISRAEL"
"3301",3331,"APARTHEID, COMMITTEE"
"3302",3332,"APARTHEID, INFORMATION"
"3303",3333,"SOUTH AFRICA, OIL EMBARGO"
"3304",3334,"APARTHEID, ELIMINATION"
"3305",3335,"MIDDLE EAST PEACE PROCESS"
"3306",3336,"ISRAEL, ACTIONS AGAINST"
"3307",3337,"JERUSALEM"
"3308",3338,"PALESTINE, ASSISTANCE"
"3309",3339,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3310",3340,"PALESTINE, REFUGEES RESETTLEMENT"
"3311",3341,"PALESTINE, REFUGEES, RELIEF"
"3312",3342,"PALESTINE, DISPLACED PERSONS"
"3313",3343,"PALESTINE, REFUGEES, PROPERTIES"
"3314",3344,"PALESTINE, REFUGEES, PROTECTION"
"3315",3345,"JERUSALEM, UNIVERSITY"
"3316",3346,"ISRAEL, OCCUPIED TERRITORIES"
"3317",3347,"ISRAEL, GENEVA CONVENTION"
"3318",3348,"ISRAEL, OCCUPIED TERRITORIES"
"3319",3349,"PALESTINE, DETENTIONS"
"3320",3350,"ISRAEL, RESOLUTION COMPLIANCE"
"3321",3351,"ISRAEL, GOLAN HEIGHTS"
"3322",3352,"ISRAEL, PALESTINIAN STUDENTS"
"3323",3353,"NEW INFORMATION ORDER"
"3324",3354,"NEW INFORMATION ORDER"
"3325",3355,"CESSATION, NUCLEAR TESTING"
"3326",3356,"CESSATION, NUCLEAR TESTING"
"3327",3357,"COMPREHENSIVE TEST-BAN-TREATY"
"3328",3358,"DENUCLEARIZATION, SOUTH ASIA"
"3329",3359,"NON-NUCLEAR STATES"
"3330",3360,"NON-NUCLEAR STATES"
"3331",3361,"ARMS RACE, OUTER SPACE"
"3332",3362,"DENUCLEARIZATION, AFRICA"
